Zpid,BuildingType,CalendarYear built,HeatingHeating,SnowflakeCooling,ParkingParking,HOAHOA,Price Square FeetPrice/sqft,Bedrooms,Bathrooms,Full bathrooms,Features,Flooring,Heating features,Cooling features,Laundry features,Interior features,Total structure area,Total interior livable area,Total number of fireplaces,Fireplace features,Total spaces,Parking features,Garage spaces,Covered spaces,Levels,Stories,Pool features,Exterior features,Lot features,Special conditions,Home type,Architectural style,Property subType,Construction materials,Roof,Property condition,New construction,Year built,Electric information,Water information,Region,Subdivision,HOA fee,Amenities included,Services included,Association name,Association phone,Price Range,Listing Terms,Appliances included,Patio and porch details,Sewer information,Security features,Window features,Accessibility features,View description,Builder name,Entry location
24829474,Detached,1910,Forced Air,None,"Converted Garage, Off Street",,$562,4,4,3," Counter - Stone, Dishwasher, Eat In Kitchen, Gas Range/Cooktop, Range/Oven Free Standing, Refrigerator"," Hardwood, Tile, Carpet",Forced Air,None," Dryer, Laundry Room, Washer"," Stone Counters, Eat-in Kitchen, Family Room, Formal Dining Room, Office"," 4,805"," 4,805 sqft",2," Dining Room, Living Room",," Converted Garage, Off Street",,,Three or More Stories,3,None," Back Yard, Front Yard, Backyard"," Level, Regular, Front Yard",Standard,SingleFamily,Brown Shingle,Detached,Wood Shingles,Composition Shingles,Existing,No,1910,No Solar,Public,Berkeley,ELMWOOD,,,,,,$2.7M - $2.7M," Cash,Conventional"," Dryer, Washer, Tankless Water Heater, Dishwasher, Gas Range, Free-Standing Range, Refrigerator",Deck,Public Sewer,,,None,,,
24840459,TRIPLEX,1906,"Zoned, Natural Gas, MultiUnits",No Air Conditioning,3 Attached Garage spaces,,$707,4,3,,," Hardwood, Tile, Bamboo"," Zoned, Natural Gas, MultiUnits",No Air Conditioning," Dryer, Laundry Room, In Unit, Washer, In Kitchen"," Storage Area(s), Shower Stall(s), Tub w/Shower Over, Updated Baths, Updated Kitchen"," 2,822"," 2,822 sqft",,,3," Attached, Detached, Garage",,,,,," Side Yard, Garden"," Level, Premium Lot, Garden",Standard,MultiFamily,,TRIPLEX," Stucco, Wood Shingles"," Composition Shingles,Rolled/Hot Mop",,,1906,No Solar,,Berkeley,N BERKELEY,,,,,,$2M - $2M," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Tankless Water Heater",,Public Sewer,,Weather Stripping,," Bay, Bay Bridge",,
24849611,Detached,1969,Forced Air,None,2 Attached Garage spaces,,$721,4,3,2," Counter - Solid Surface, Dishwasher, Eat In Kitchen, Gas Range/Cooktop, Refrigerator"," Hardwood, Tile, Wood, Other",Forced Air,None," Dryer, Laundry Closet, Washer"," Counter - Solid Surface, Eat-in Kitchen, Bonus/Plus Room, Office"," 2,213"," 2,213 sqft",1,Living Room,2," Attached, Int Access From Garage",2,2,Three or More Stories,3,Community," Landscape Back, Landscape Front",Corner Lot,Standard,SingleFamily,Contemporary,Detached,Siding - Other,Composition Shingles,Existing,No,1969,No Solar,Public,Berkeley,BERKELEY HILLS,,,,,,$1.6M - $1.6M," Cash,Conventional"," Dryer, Washer, Dishwasher, Gas Range, Refrigerator"," Deck, Enclosed",Public Sewer,,,,,Peters-Clyberg,
24834135,Condominium,1908,Forced Air,No Air Conditioning,"Space Per Unit - 1, Uncovered Parking Space","$1,200 annually",$926,2,2,2," Counter - Tile, Dishwasher, Eat In Kitchen, Gas Range/Cooktop, Refrigerator"," Hardwood, Tile, Wood",Forced Air,No Air Conditioning," Dryer, In Basement, Washer"," Tile Counters, Eat-in Kitchen, No Additional Rooms"," 1,510"," 1,510 sqft",1,Brick,," Space Per Unit - 1, Uncovered Parking Space",,,One Story,1,None," Back Yard, Garden/Play, Side Yard, Sprinklers Automatic, Unit Faces Street",Other,Standard,Condo," Brown Shingle,Craftsman",Condominium,Wood Shingles,Composition Shingles,Existing,No,1908,No Solar,Public,Berkeley,ELMWOOD," $1,200 annually",See Remarks,Common Area Maint,NOT LISTED,650-468-6266,$1.4M - $1.4M,Cash," Dryer, Washer, Gas Water Heater, Dishwasher, Gas Range, Refrigerator",,Public Sewer,,,None,,,Ground Floor Location
24849195,Detached,1942,Zoned,None,2 Attached Garage spaces,,$768,3,2,2," Breakfast Nook, Counter - Stone, Dishwasher, Eat In Kitchen, Refrigerator, Updated Kitchen",Hardwood Flrs Throughout,Zoned,None," 220 Volt Outlet, Dryer, Laundry Room, Washer"," Breakfast Nook, Stone Counters, Eat-in Kitchen, Updated Kitchen, Bonus/Plus Room, Formal Dining Room, Office"," 2,050"," 2,050 sqft",1," Brick, Living Room",2," Garage Door Opener, Attached, Int Access From Garage, Off Street",2,2,Two Story,2,None," Back Yard, Front Yard, Sprinklers Automatic, Sprinklers Back, Sprinklers Front, Terraced Back, Terraced Down, Other, Garden"," Sloped Down, Level, Regular, Front Yard",Standard,SingleFamily,Traditional,Detached,Stucco,Composition Shingles,Existing,No,1942,Photovoltaics Seller Owned,Public,Berkeley,NORTH BERKELEY,,,,,,$1.6M - $1.6M," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Refrigerator",Patio,Public Sewer,,,None," Bay, Bay Bridge, City Lights, Downtown, Golden Gate Bridge, San Francisco",,
24834511,Detached,1927,"Baseboard, Electric, Forced Air",None,2 Attached Garage spaces,,$780,3,2,2," 220 Volt Outlet, Counter - Stone, Dishwasher, Gas Range/Cooktop, Microwave, Oven Built-in, Pantry, Refrigerator, Updated Kitchen"," Hardwood, Tile"," Baseboard, Electric, Forced Air",None," Dryer, Gas Dryer Hookup, Laundry Room, Washer"," Stone Counters, Pantry, Updated Kitchen, Study"," 2,046"," 2,046 sqft",1," Living Room, Wood Burning",2,Attached,2,2,Three or More Stories,3,None," Back Yard, Side Yard, Terraced Up",Sloped Up,Standard,SingleFamily,Mediterranean,Detached,Stucco," Rolled/Hot Mop,Unknown",Existing,No,1927," No Solar, 220 Volts in Kitchen",Public,Berkeley,BERKELEY HILLS,,,,,,$1.6M - $1.6M," Cash,Conventional"," Dryer, Electric Water Heater, Dishwasher, Gas Range, Microwave, Oven, Refrigerator",Patio,Public Sewer,,,None," Bay, Bay Bridge, City Lights, Downtown, Golden Gate Bridge, Panoramic",Miller-Warneke,
68030027,Condominium,1918,Baseboard,None,"No Parking on Site, Other",$300 monthly,$797,1,1,1," Breakfast Bar, Counter - Solid Surface, Dishwasher, Garbage Disposal, Microwave, Range/Oven Free Standing, Refrigerator, Updated Kitchen",Hardwood,Baseboard,None,In Garage," Breakfast Bar, Counter - Solid Surface, Updated Kitchen",621,621 sqft,0,None,," No Parking on Site, Other",,," One Story,One",1,None," Garden/Play, Storage"," Corner Lot, Level",Standard,Condo,Traditional,Condominium,Stucco,Composition,Existing,No,1918,No Solar,Public,Berkeley,ELMWOOD,$300 monthly,BBQ Area," Common Area Maint, Exterior Maintenance, Hazard Insurance, Trash, Water/Sewer",NOT LISTED,510-813-3799,$495K - $495K,Conventional," Gas Water Heater, Dishwasher, Disposal, Microwave, Free-Standing Range, Refrigerator",,,Carbon Monoxide Detector(s),,,,,
241574095,Condominium,1904,Natural Gas,None,"Off Street, Parking Spaces, Tandem, Private",$254 monthly,$867,3,2,2," Breakfast Bar, Counter - Stone, Dishwasher, Garbage Disposal, Gas Range/Cooktop, Microwave, Range/Oven Free Standing, Refrigerator, Skylight(s), Trash Compactor, Updated Kitchen"," Tile, Engineered Wood",Natural Gas,None," Dryer, In Garage, Washer, In Unit"," Breakfast Bar, Stone Counters, Updated Kitchen, No Additional Rooms"," 1,245"," 1,245 sqft",0,None,," Off Street, Parking Spaces, Tandem, Private",,," One Story,One",1,Spa," Back Yard, Front Yard, Entry Gate, Garden, Landscape Back, Landscape Front, Private Entrance, Backyard"," Level, Regular, Front Yard, Landscape Back, Landscape Front, Security Gate",Standard,Condo,Craftsman,Condominium,Stucco,Composition Shingles,Existing,No,1904,No Solar,Public,Berkeley,SOUTH BERKELEY,$254 monthly," Gated, Other"," Common Area Maint, Reserves, Water/Sewer, Insurance, Maintenance Grounds",NOT LISTED,510-666-7444,$1.1M - $1.1M," Cash,Conventional"," Dryer, Washer, Tankless Water Heater, Dishwasher, Disposal, Gas Range, Microwave, Free-Standing Range, Refrigerator, Trash Compactor"," Deck, Patio, Porch Steps",Public Sewer," Carbon Monoxide Detector(s), Security Gate, Smoke Detector(s)",Skylight(s),,,,
24835329,Detached,1909,Forced Air,None,Off Street,,$568,4,2,2,Updated Kitchen," Hardwood, Carpet",Forced Air,None,Laundry Room," Updated Kitchen, Dining Area, Family Room, Office, Storage"," 2,200"," 2,200 sqft",0,None,,Off Street,,,Three or More Stories,3,None," Back Yard, Front Yard",Regular,Standard,SingleFamily,Craftsman,Detached,Wood Shingles,Shingle,Existing,No,1909,No Solar,Public,Berkeley,BERKELEY,,,,,,$1.2M - $1.2M," Cash,Conventional"," Dryer, Washer",Deck,Public Sewer,,,,,,
24831776,Detached,1907,"Natural Gas, Radiant",None,2 Garage spaces,,$848,7,6,4," Counter - Laminate, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Pantry"," Hardwood Flrs Throughout, Tile"," Natural Gas, Radiant",None," Dryer, Laundry Room, Washer"," Laminate Counters, Eat-in Kitchen, Pantry, Formal Dining Room, Library, Office, Storage"," 5,421"," 5,421 sqft",1," Living Room, Wood Burning",2," Detached, Off Street",2,2,Two Story,2,None,Front Yard," Corner Lot, Premium Lot",Standard,SingleFamily,Traditional,Detached,Stucco,Composition Shingles,Existing,No,1907,No Solar,Public,Berkeley,CLAREMONT COURT,,,,,,$4.6M - $4.6M," Cash,Conventional"," Dryer, Washer, Disposal, Gas Range",,Public Sewer,,,,,E.B Seeley,
24845398,Detached,1920,Other,None,1 Attached Garage space,,$761,4,1,1,Other,Hardwood Flrs Throughout,Other,None,Other," Bonus/Plus Room, Formal Dining Room"," 1,708"," 1,708 sqft",1,Family Room,1," Attached, Off Street",1,1,Multi/Split,,None,Back Yard,Regular,Standard,SingleFamily,Craftsman,Detached,Stucco,Composition Shingles,Existing,No,1920,No Solar,Public,Berkeley,BERKELEY HILLS,,,,,,$1.3M - $1.3M,None,,Deck,Public Sewer,,,,,,
24829647,TRIPLEX,1908,Central,No Air Conditioning,3 Parking spaces,,$850,3,,,," Hardwood, Tile",Central,No Air Conditioning," Dryer, In Unit, Washer"," Storage Area(s), Updated Baths, Updated Kitchen"," 2,118"," 2,118 sqft",,,3," Parking Lot, Space Per Unit - 1, Uncovered Park Spaces 2+, 4-7 Cars",,,,,," Back Yard, Landscape Back, Landscape Front, Low Maintenance, Yard Space, Garden"," Back Yard, Garden, Landscape Back, Security Gate",Standard,MultiFamily,,TRIPLEX,Wood Siding,Composition Shingles,,,1908,,,Berkeley,,,,,,,$1.8M - $1.8M,None," Dryer, Washer, Gas Water Heater",Balcony/Patio,Public Sewer," Carbon Monoxide Detector(s), Double Strapped Water Heater, Gated with Guard, Secured Access, Security Gate, Smoke Detector(s)",,,,,
2077306919,Condo,2021,Radiant,No Data,1 Parking space,,$717,1,1,1,,,Radiant,,,,," 1,115 sqft",,,1," Garage - Attached, ",,,,,,,,,Condo,,,,,,Yes,,,,Berkeley,,,,,,,,,,,,,,,,Time Space Berkeley,
24828068,Duplex,1892,No Data,No Data,3 Carport spaces,,$529,,0,,,Wood,,,,," 1,510"," 1,510 sqft",,,3,See Remarks,,,Two,,,," Private, Sidewalk",Probate Listing,MultiFamily,Victorian,Duplex,,Composition,Original,,1892,,Public,Berkeley,,,,,,,$799K - $799K,Cash,,,Public Sewer,,,,,,
2077405894,Detached,1925,Wall Furnace,None,Off Street,,$586,5,4,4," Breakfast Bar, Counter - Solid Surface, Counter - Stone, Dishwasher, Eat In Kitchen, Gas Range/Cooktop, Range/Oven Free Standing, Refrigerator, Updated Kitchen",Laminate,Wall Furnace,None," Dryer, Laundry Room, Washer"," Breakfast Bar, Counter - Solid Surface, Stone Counters, Eat-in Kitchen, Updated Kitchen, Formal Dining Room, In-Law Floorplan, Kitchen/Family Combo, Storage"," 2,474"," 2,474 sqft",1,Living Room,,Off Street,,,One Story,1,None," Back Yard, Front Yard, Storage, Low Maintenance"," 2 Houses / 1 Lot, Corner Lot, Premium Lot, Front Yard, Paved",Standard,SingleFamily,Craftsman,Detached,Stucco,Composition Shingles,Existing,No,1925,No Solar,Public,Berkeley,NORTH BERKELEY,,,,,,$1.4M - $1.4M," Cash,Conventional,1031 Exchange"," Dryer, Washer, Dishwasher, Gas Range, Free-Standing Range, Refrigerator",Deck,Public Sewer," Carbon Monoxide Detector(s), Security Gate, Smoke Detector(s)",,,,,
24830982,Detached,1916,Forced Air,None,"No Garage, On Street",,$697,3,2,2," Counter - Stone, Dishwasher, Garbage Disposal, Gas Range/Cooktop, Island, Microwave, Range/Oven Free Standing"," Hardwood Flrs Throughout, Carpet",Forced Air,None," Dryer, Laundry Room, Washer"," Stone Counters, Kitchen Island, Bonus/Plus Room"," 1,288"," 1,288 sqft",0,None,," No Garage, On Street",,,One Story,1,Gas Heat," Back Yard, Storage",Regular,Standard,SingleFamily,Cottage,Detached," Composition Shingles, Wood Siding",Composition Shingles,Existing,No,1916,No Solar,Public,Berkeley,BERKELEY CENTRAL,,,,,,$898K - $898K," Cash,Conventional,FHA"," Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range, Microwave, Free-Standing Range",Deck,,Carbon Monoxide Detector(s),Window Coverings,,,,
24847960,Detached,1939,Forced Air,None,Converted Garage,,$596,3,4,4," Breakfast Bar, Breakfast Nook, Dishwasher, Gas Range/Cooktop, Refrigerator, Updated Kitchen"," Hardwood, Tile",Forced Air,None," Dryer, Laundry Room, Washer"," Breakfast Bar, Breakfast Nook, Updated Kitchen, In-Law Floorplan"," 2,767"," 2,767 sqft",1,Living Room,,Converted Garage,,,Tri-Level,,None," Back Yard, Front Yard, Backyard, Garden"," Sloped Down, Front Yard",Standard,SingleFamily,Traditional,Detached,Stucco,Composition Shingles,Existing,No,1939,No Solar,,Berkeley,BERKELEY HILLS,,,,,,$1.7M - $1.7M," Cash,Conventional"," Gas Water Heater, Dishwasher, Gas Range, Refrigerator",,Public Sewer,,,,,,
24832252,Detached,1923,Wall Furnace,None,1 Garage space,,$874,2,1,1," Counter - Stone, Dishwasher, Garbage Disposal, Gas Range/Cooktop"," Hardwood, Linoleum, Tile",Wall Furnace,None," Gas Dryer Hookup, In Unit, In Kitchen",Stone Counters," 1,024"," 1,024 sqft",1," Brick, Living Room",1," Detached, Off Street",1,1,Multi/Split,,None," Back Yard, Front Yard, Side Yard"," Level, Premium Lot",Standard,SingleFamily,Bungalow,Detached,Stucco,Composition Shingles,Existing,No,1923,No Solar,,Berkeley,CENTRAL BERKELEY,,,,,,$895K - $895K," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range",,Public Sewer," Carbon Monoxide Detector(s), Double Strapped Water Heater",,,,Bungalow,
24845623,Detached,1925,Forced Air,None,1 Attached Garage space,,$529,3,3,3," Counter - Solid Surface, Dishwasher, Range/Oven Free Standing, Refrigerator"," Hardwood, Tile, Vinyl",Forced Air,None," Dryer, Laundry Room, Washer"," Counter - Solid Surface, Dining Area"," 2,365"," 2,365 sqft",1,Living Room,1," Garage Door Opener, Attached",1,1,Two Story,2,None," Back Yard, Front Yard, Sprinklers Front, Terraced Back, Terraced Down"," Sloped Down, Premium Lot, Landscape Misc",Standard,SingleFamily,Mediterranean,Detached,Stucco," Tile,Bitumen",Existing,No,1925,No Solar,Public,Berkeley,NORTH BERKELEY,,,,,,$1.3M - $1.3M," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Free-Standing Range, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",,," Bay, Bay Bridge, City Lights, Partial, San Francisco, Water",J.F. Altermatt,
24829513,Detached,1925,"Zoned, Natural Gas",Zoned,1 Garage space,,$898,6,6,5," Breakfast Bar, Breakfast Nook, Counter - Stone, Dishwasher, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Island, Pantry, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Hardwood, Tile"," Zoned, Natural Gas",Zoned," Laundry Closet, Upper Level, Washer/Dryer Stacked Incl"," Sound System, Breakfast Bar, Breakfast Nook, Stone Counters, Eat-in Kitchen, Kitchen Island, Pantry, Updated Kitchen, Au Pair, Bonus/Plus Room, Den, Dining Area, Family Room, Formal Dining Room, Library, Media, Office, Smart Home"," 5,342"," 5,342 sqft",3," Dining Room, Family Room, Living Room",1," Garage Door Opener, Detached, Off Street",1,1,Two Story,2,None," Back Yard, Garden/Play, Side Yard, Sprinklers Back, Sprinklers Front, Landscape Back, Landscape Front"," Level, Landscape Back, Landscape Front",Standard,SingleFamily,,Detached,Stucco," Composition Shingles,Rolled/Hot Mop",Existing,No,1925,Photovoltaics Seller Owned,Public,Berkeley,ELMWOOD,,,,,,$4.8M - $4.8M," Cash,Conventional"," Dryer, Washer, Tankless Water Heater, Dishwasher, Disposal, Gas Range, Free-Standing Range, Refrigerator",Patio,Public Sewer," Security Alarm - Owned, Carbon Monoxide Detector(s), Smoke Detector(s)",,,,,
24829695,Condominium,1927,"Natural Gas, Wall Furnace",None,1 Garage space,$235 monthly,"$1,048",1,1,1," Eat In Kitchen, Gas Range/Cooktop, Refrigerator, Updated Kitchen"," Hardwood, Other"," Natural Gas, Wall Furnace",None," Dryer, Washer, In Kitchen"," Eat-in Kitchen, Updated Kitchen, No Additional Rooms",587,587 sqft,1," Living Room, Wood Burning",1,Detached,1,1," Two Story,One",2,None,Other,Level,Standard,Condo,Prairie,Condominium,Stucco,Composition Shingles,Existing,No,1927,No Solar,Public,Berkeley,ELMWOOD,$235 monthly,Setting Urban," Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee, Trash, Water/Sewer, Maintenance Grounds",CALL LISTING AGENT,510-410-0373,$615K - $615K," Cash,Conventional"," Dryer, Washer, Tankless Water Heater, Gas Range, Refrigerator",,Public Sewer,,,,,,
63050110,Detached,1925,Central,Zoned,1 Garage space,,$683,2,2,2," 220 Volt Outlet, Counter - Stone, Eat In Kitchen, Gas Range/Cooktop, Pantry",Wood,Central,Zoned,Hookups Only," Stone Counters, Eat-in Kitchen, Pantry, Den, Office"," 1,442"," 1,442 sqft",0,Wood Burning,1,Garage,1,1,Multi/Split,,None,Landscape Front,Level,Offer As Is,SingleFamily,Cape Cod,Detached,Siding - Other,Composition,Existing,No,1925," No Solar, 220 Volts in Kitchen",Public District (Irrigat),Berkeley,BERKELEY,,See Remarks,None,NOT LISTED,000-000-0000,$985K - $985K," Cash,Conventional",Gas Range,,,,,,,,
24841144,Detached,1943,Heat Pump,Heat Pump,1 Attached Garage space,,$864,2,1,1," Breakfast Bar, Counter - Stone, Dishwasher, Electric Range/Cooktop, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Hardwood, Parquet, Vinyl",Heat Pump,Heat Pump," Hookups Only, In Garage"," Breakfast Bar, Stone Counters, Updated Kitchen, No Additional Rooms"," 1,040"," 1,040 sqft",1," Decorative, Living Room",1," Garage Door Opener, Attached, Int Access From Garage",1,1,Two Story,2,None," Back Yard, Side Yard, Low Maintenance"," Corner Lot, Level",Standard,SingleFamily,MacGregor,Detached,Stucco,Composition Shingles,Existing,No,1943,Photovoltaics Seller Owned,Public,Berkeley,MONTEREY MARKET,,,,,,$899K - $899K," Cash,Conventional"," Tankless Water Heater, Dishwasher, Electric Range, Free-Standing Range, Refrigerator"," Deck, Patio, Rear Porch, Porch Steps",Public Sewer,,,,,,
2068484215,Detached,2002,Forced Air,Ceiling Fan(s),"Off Street, Parking Spaces, Assigned",$750 annually,$546,3,3,2," Breakfast Bar, Counter - Tile, Dishwasher, Garbage Disposal, Range/Oven Free Standing, Refrigerator"," Tile, Wood, Engineered Wood",Forced Air,Ceiling Fan(s)," 220 Volt Outlet, Dryer, Gas Dryer Hookup, Laundry Room, Washer, Washer/Dryer Stacked Incl"," Breakfast Bar, Tile Counters, Dining Area, Utility Room"," 2,334"," 2,334 sqft",1," Living Room, Wood Burning",," Off Street, Parking Spaces, Assigned",,,Three or More Stories,3,None," Back Yard, Dog Run, Garden/Play, Side Yard"," Level, Other",Standard,SingleFamily,Contemporary,Detached," Wood Siding, Cement Siding, Siding - Other",Composition Shingles,Existing,No,2002,No Solar,Public,Berkeley,BERKELEY,$750 annually,Other," Common Area Maint, Other",NONE,000-000-0000,$1.3M - $1.3M,Conventional," Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Free-Standing Range, Refrigerator"," Deck, Patio"," Public Sewer, Sump Pump"," Fire Sprinkler System, Carbon Monoxide Detector(s), Double Strapped Water Heater, Smoke Detector(s)"," Double Pane Windows, Skylight(s)",None,,Modern,
24844334,Detached,1960,Forced Air,Central Air,Off Street,,$439,4,3,3," Counter - Tile, Dishwasher, Electric Range/Cooktop, Refrigerator, Skylight(s)"," Hardwood, Linoleum, Tile",Forced Air,Central Air," Dryer, Washer"," Tile Counters, Storage, Unfinished Room, Workshop"," 2,040"," 2,040 sqft",1," Living Room, Other",,Off Street,,,Two Story,2,None," Terraced Down, No Yard, Low Maintenance"," Sloped Down, Irregular Lot, Premium Lot",Standard,SingleFamily,Mid Century Modern,Detached,Composition Shingles," Composition Shingles,Other"," Existing,Fixer",No,1960,Photovoltaics Third-Party Owned,Public,Berkeley,BERKELEY HILLS,,,,,,$895K - $895K," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Electric Range, Refrigerator",,Public Sewer,Carbon Monoxide Detector(s),Skylight(s),," Bay, San Francisco",,
24837343,Detached,1917,Forced Air,None,1 Garage space,,"$1,113",3,2,2," Counter - Solid Surface, Dishwasher, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Hardwood, Other",Forced Air,None," Dryer, Washer"," Counter - Solid Surface, Updated Kitchen, Formal Dining Room"," 1,258"," 1,258 sqft",1,Living Room,1," Detached, Off Street",1,1,One Story,1,None," Back Yard, Front Yard, Garden/Play",Regular,Standard,SingleFamily,Bungalow,Detached,Stucco,Composition Shingles,Existing,No,1917,No Solar,Public,Berkeley,NORTH BERKELEY,,,,,,$1.4M - $1.4M," Cash,Conventional"," Gas Water Heater, Dishwasher, Free-Standing Range, Refrigerator",Patio,Public Sewer,,," Disabled Bath Feat, Accessible Approach with Ramp",,,
